Timestamp,PowerGeneratedPV,PowerOutputPV,GridPowerIn,GridPowerOut
2021-01-04 00:00:00,0.0,0.06333333333333332,7.069999999999999,0.0
2021-01-04 00:01:00,0.0,0.07333333333333333,8.495,0.0
2021-01-04 00:02:00,0.0,0.075,8.241666666666667,0.0
2021-01-04 00:03:00,0.0,0.06333333333333332,8.716666666666667,0.0
2021-01-04 00:04:00,0.0,0.07,7.963333333333334,0.0
2021-01-04 00:05:00,0.0,0.07166666666666666,8.068333333333333,0.0
2021-01-04 00:06:00,0.0,0.07166666666666666,7.928333333333333,0.0
2021-01-04 00:07:00,0.0,0.065,8.02,0.0
2021-01-04 00:08:00,0.0,0.07166666666666666,7.861666666666666,0.0
2021-01-04 00:09:00,0.0,0.06333333333333332,9.101666666666667,0.0
2021-01-04 00:10:00,0.0,0.075,8.975,0.0
2021-01-04 00:11:00,0.0,0.06666666666666667,7.766666666666667,0.0
2021-01-04 00:12:00,0.0,0.07166666666666666,13.379999999999999,0.0
2021-01-04 00:13:00,0.0,0.06666666666666667,11.846666666666666,0.0
2021-01-04 00:14:00,0.0,0.07,11.806666666666667,0.0
2021-01-04 00:15:00,0.0,0.065,61.651666666666664,0.0
2021-01-04 00:16:00,0.0,0.07,57.24333333333333,0.0
2021-01-04 00:17:00,0.0,0.06666666666666667,57.84166666666667,0.0
2021-01-04 00:18:00,0.0,0.07333333333333333,57.708333333333336,0.0
2021-01-04 00:19:00,0.0,0.06666666666666667,57.63666666666666,0.0
2021-01-04 00:20:00,0.0,0.06833333333333333,57.001666666666665,0.0
2021-01-04 00:21:00,0.0,0.06833333333333333,6.928333333333333,0.0
2021-01-04 00:22:00,0.0,0.07333333333333333,6.9366666666666665,0.0
2021-01-04 00:23:00,0.0,0.07166666666666666,7.401666666666667,0.0
2021-01-04 00:24:00,0.0,0.06666666666666667,7.338333333333334,0.0
2021-01-04 00:25:00,0.0,0.07,7.4399999999999995,0.0
2021-01-04 00:26:00,0.0,0.07166666666666666,7.293333333333334,0.0
2021-01-04 00:27:00,0.0,0.075,7.37,0.0
2021-01-04 00:28:00,0.0,0.07,10.871666666666666,0.0
2021-01-04 00:29:00,0.0,0.06166666666666667,10.761666666666667,0.0
2021-01-04 00:30:00,0.0,0.06,10.805,0.0
2021-01-04 00:31:00,0.0,0.07,10.876666666666667,0.0
2021-01-04 00:32:00,0.0,0.06833333333333333,6.918333333333334,0.0
2021-01-04 00:33:00,0.0,0.06333333333333332,6.77,0.0
2021-01-04 00:34:00,0.0,0.06666666666666667,9.193333333333333,0.0
2021-01-04 00:35:00,0.0,0.07333333333333333,8.948333333333332,0.0
2021-01-04 00:36:00,0.0,0.07166666666666666,9.07,0.0
2021-01-04 00:37:00,0.0,0.07333333333333333,72.405,0.0
2021-01-04 00:38:00,0.0,0.06833333333333333,73.78833333333334,0.0
2021-01-04 00:39:00,0.0,0.07166666666666666,74.60333333333332,0.0
2021-01-04 00:40:00,0.0,0.07166666666666666,75.16333333333334,0.0
2021-01-04 00:41:00,0.0,0.06333333333333332,75.10666666666665,0.0
2021-01-04 00:42:00,0.0,0.06833333333333333,75.07,0.0
2021-01-04 00:43:00,0.0,0.06666666666666667,75.34166666666667,0.0
2021-01-04 00:44:00,0.0,0.06833333333333333,74.60833333333333,0.0
2021-01-04 00:45:00,0.0,0.065,78.97,0.0
2021-01-04 00:46:00,0.0,0.07333333333333333,79.605,0.0
2021-01-04 00:47:00,0.0,0.075,16.154999999999998,0.0
2021-01-04 00:48:00,0.0,0.06833333333333333,57.12833333333333,0.0
2021-01-04 00:49:00,0.0,0.07,56.67166666666667,0.0
2021-01-04 00:50:00,0.0,0.07,57.24333333333333,0.0
2021-01-04 00:51:00,0.0,0.06833333333333333,57.138333333333335,0.0
2021-01-04 00:52:00,0.0,0.06833333333333333,56.431666666666665,0.0
2021-01-04 00:53:00,0.0,0.06833333333333333,56.29666666666667,0.0
2021-01-04 00:54:00,0.0,0.06166666666666667,54.85,0.0
2021-01-04 00:55:00,0.0,0.07333333333333333,6.403333333333333,0.0
2021-01-04 00:56:00,0.0,0.08,6.673333333333333,0.0
2021-01-04 00:57:00,0.0,0.06666666666666667,6.845,0.0
2021-01-04 00:58:00,0.0,0.06666666666666667,6.655,0.0
2021-01-04 00:59:00,0.0,0.06333333333333332,6.5233333333333325,0.0
2021-01-04 01:00:00,0.0,0.07,7.968333333333334,0.0
2021-01-04 01:01:00,0.0,0.07333333333333333,13.06,0.0
2021-01-04 01:02:00,0.0,0.065,11.221666666666666,0.0
2021-01-04 01:03:00,0.0,0.06666666666666667,11.268333333333334,0.0
2021-01-04 01:04:00,0.0,0.06666666666666667,11.218333333333334,0.0
2021-01-04 01:05:00,0.0,0.07166666666666666,11.213333333333333,0.0
2021-01-04 01:06:00,0.0,0.07166666666666666,37.5,0.0
2021-01-04 01:07:00,0.0,0.07,37.92666666666666,0.0
2021-01-04 01:08:00,0.0,0.07,37.78,0.0
2021-01-04 01:09:00,0.0,0.065,38.059999999999995,0.0
2021-01-04 01:10:00,0.0,0.06666666666666667,37.913333333333334,0.0
2021-01-04 01:11:00,0.0,0.07166666666666666,36.82666666666667,0.0
2021-01-04 01:12:00,0.0,0.07,36.72166666666667,0.0
2021-01-04 01:13:00,0.0,0.065,35.68666666666666,0.0
2021-01-04 01:14:00,0.0,0.06833333333333333,34.92166666666667,0.0
2021-01-04 01:15:00,0.0,0.07,34.82666666666667,0.0
2021-01-04 01:16:00,0.0,0.06333333333333332,33.655,0.0
2021-01-04 01:17:00,0.0,0.06166666666666667,33.43333333333333,0.0
2021-01-04 01:18:00,0.0,0.07,39.126666666666665,0.0
2021-01-04 01:19:00,0.0,0.06666666666666667,41.52833333333333,0.0
2021-01-04 01:20:00,0.0,0.07666666666666666,41.38,0.0
2021-01-04 01:21:00,0.0,0.06833333333333333,61.10666666666667,0.0
2021-01-04 01:22:00,0.0,0.06666666666666667,60.108333333333334,0.0
2021-01-04 01:23:00,0.0,0.07,55.833333333333336,0.0
2021-01-04 01:24:00,0.0,0.065,55.89833333333333,0.0
2021-01-04 01:25:00,0.0,0.07166666666666666,56.17666666666666,0.0
2021-01-04 01:26:00,0.0,0.075,56.04833333333333,0.0
2021-01-04 01:27:00,0.0,0.06666666666666667,54.891666666666666,0.0
2021-01-04 01:28:00,0.0,0.07,6.395,0.0
2021-01-04 01:29:00,0.0,0.075,7.08,0.0
2021-01-04 01:30:00,0.0,0.06166666666666667,6.708333333333333,0.0
2021-01-04 01:31:00,0.0,0.07166666666666666,73.04333333333334,0.0
2021-01-04 01:32:00,0.0,0.06666666666666667,72.76833333333335,0.0
2021-01-04 01:33:00,0.0,0.06833333333333333,73.31666666666666,0.0
2021-01-04 01:34:00,0.0,0.07,77.70166666666667,0.0
2021-01-04 01:35:00,0.0,0.06333333333333332,76.99166666666666,0.0
2021-01-04 01:36:00,0.0,0.07166666666666666,76.33166666666666,0.0
2021-01-04 01:37:00,0.0,0.06833333333333333,76.66833333333334,0.0
2021-01-04 01:38:00,0.0,0.07,76.51,0.0
2021-01-04 01:39:00,0.0,0.07,74.75166666666667,0.0
2021-01-04 01:40:00,0.0,0.075,75.825,0.0
2021-01-04 01:41:00,0.0,0.06833333333333333,11.875,0.0
2021-01-04 01:42:00,0.0,0.07,7.996666666666667,0.0
2021-01-04 01:43:00,0.0,0.08,7.166666666666667,0.0
2021-01-04 01:44:00,0.0,0.07,7.466666666666667,0.0
2021-01-04 01:45:00,0.0,0.06666666666666667,7.068333333333333,0.0
2021-01-04 01:46:00,0.0,0.07166666666666666,5.721666666666667,0.0
2021-01-04 01:47:00,0.0,0.07166666666666666,6.0233333333333325,0.0
