Index,GridPowerOut,p_netzeinspeisung_12000Wh_eigenverbrauch,p_netzbezug_12000Wh_eigenverbrauch,p_netzeinspeisung_12000Wh_netzdienlich,p_netzbezug_12000Wh_netzdienlich,Leere Spalte,Liste_Einspeisungen_abfallend,Leistung_Einspeisungen_abfallend,Liste_Speicherzeitpunkte,Leistung_Speicherzeitpunkte
2021-05-25 00:00:00,0.0,0.0,0.0,0.0,0.0,,2021-05-25 11:00:00,762.893,2021-05-25 11:00:00,762.893
2021-05-25 00:01:00,0.0,0.0,0.0,0.0,0.0,,2021-05-25 10:38:00,742.253,2021-05-25 10:38:00,742.253
2021-05-25 00:02:00,0.0,0.0,0.0,0.0,0.0,,2021-05-25 10:43:00,723.563,2021-05-25 10:43:00,723.563
2021-05-25 00:03:00,0.0,0.0,0.0,0.0,0.0,,2021-05-25 10:39:00,705.628,2021-05-25 10:39:00,705.628
2021-05-25 00:04:00,0.0,0.0,0.0,0.0,0.0,,2021-05-25 10:40:00,664.68,2021-05-25 10:40:00,664.68
2021-05-25 00:05:00,0.0,0.0,0.0,0.0,0.0,,2021-05-25 10:41:00,660.462,2021-05-25 10:41:00,660.462
2021-05-25 00:06:00,0.0,0.0,0.0,0.0,0.0,,2021-05-25 10:44:00,638.48,2021-05-25 10:44:00,638.48
2021-05-25 00:07:00,0.0,0.0,14.504999999999999,0.0,14.504999999999999,,2021-05-25 10:42:00,628.783,2021-05-25 10:42:00,628.783
2021-05-25 00:08:00,0.0,0.0,13.621666666666666,0.0,13.621666666666666,,2021-05-25 10:37:00,620.922,2021-05-25 10:37:00,620.922
2021-05-25 00:09:00,0.0,0.0,13.41,0.0,13.41,,2021-05-25 10:49:00,619.738,2021-05-25 10:49:00,619.738
2021-05-25 00:10:00,0.0,0.0,14.048333333333332,0.0,14.048333333333332,,2021-05-25 09:49:00,609.543,2021-05-25 09:49:00,609.543
2021-05-25 00:11:00,0.0,0.0,13.263333333333332,0.0,13.263333333333332,,2021-05-25 12:26:00,602.362,2021-05-25 12:26:00,602.362
2021-05-25 00:12:00,0.0,0.0,12.816666666666666,0.0,12.816666666666666,,2021-05-25 10:58:00,601.64,2021-05-25 10:58:00,601.64
2021-05-25 00:13:00,0.0,0.0,12.436666666666667,0.0,12.436666666666667,,2021-05-25 12:28:00,600.953,2021-05-25 12:28:00,600.953
2021-05-25 00:14:00,0.0,0.0,11.870000000000001,0.0,11.870000000000001,,2021-05-25 12:25:00,599.107,2021-05-25 12:25:00,599.107
2021-05-25 00:15:00,0.0,0.0,12.886666666666667,0.0,12.886666666666667,,2021-05-25 13:18:00,595.91,2021-05-25 13:18:00,595.91
2021-05-25 00:16:00,0.0,0.0,11.885,0.0,11.885,,2021-05-25 12:17:00,595.727,2021-05-25 12:17:00,595.727
2021-05-25 00:17:00,0.0,0.0,11.535,0.0,11.535,,2021-05-25 11:42:00,594.372,2021-05-25 11:42:00,594.372
2021-05-25 00:18:00,0.0,0.0,11.754999999999999,0.0,11.754999999999999,,2021-05-25 13:24:00,592.528,2021-05-25 13:24:00,592.528
2021-05-25 00:19:00,0.0,0.0,11.551666666666666,0.0,11.551666666666666,,2021-05-25 13:25:00,591.878,2021-05-25 13:25:00,591.878
2021-05-25 00:20:00,0.0,0.0,11.731666666666666,0.0,11.731666666666666,,2021-05-25 12:24:00,591.007,2021-05-25 12:24:00,591.007
2021-05-25 00:21:00,0.0,0.0,11.891666666666666,0.0,11.891666666666666,,2021-05-25 13:21:00,589.488,2021-05-25 13:21:00,589.488
2021-05-25 00:22:00,0.0,0.0,11.983333333333333,0.0,11.983333333333333,,2021-05-25 13:34:00,588.752,2021-05-25 13:34:00,588.752
2021-05-25 00:23:00,0.0,0.0,12.886666666666667,0.0,12.886666666666667,,2021-05-25 13:19:00,588.748,2021-05-25 13:19:00,588.748
2021-05-25 00:24:00,0.0,0.0,12.959999999999999,0.0,12.959999999999999,,2021-05-25 13:15:00,588.623,2021-05-25 13:15:00,588.623
2021-05-25 00:25:00,0.0,0.0,10.935,0.0,10.935,,2021-05-25 13:22:00,588.448,2021-05-25 13:22:00,588.448
2021-05-25 00:26:00,0.0,0.0,11.021666666666667,0.0,11.021666666666667,,2021-05-25 13:14:00,588.29,2021-05-25 13:14:00,588.29
2021-05-25 00:27:00,0.0,0.0,11.778333333333332,0.0,11.778333333333332,,2021-05-25 13:17:00,587.075,2021-05-25 13:17:00,587.075
2021-05-25 00:28:00,0.0,0.0,11.981666666666666,0.0,11.981666666666666,,2021-05-25 12:22:00,584.95,2021-05-25 12:22:00,584.95
2021-05-25 00:29:00,0.0,0.0,12.14,0.0,12.14,,2021-05-25 13:23:00,580.913,2021-05-25 13:23:00,580.913
2021-05-25 00:30:00,0.0,0.0,12.36,0.0,12.36,,2021-05-25 10:36:00,569.088,2021-05-25 10:36:00,569.088
2021-05-25 00:31:00,0.0,0.0,12.854999999999999,0.0,12.854999999999999,,2021-05-25 09:48:00,566.033,2021-05-25 09:48:00,566.033
2021-05-25 00:32:00,0.0,0.0,12.835,0.0,12.835,,2021-05-25 09:45:00,564.583,2021-05-25 09:45:00,564.583
2021-05-25 00:33:00,0.0,0.0,11.995000000000001,0.0,11.995000000000001,,2021-05-25 09:47:00,550.32,2021-05-25 09:47:00,550.32
2021-05-25 00:34:00,0.0,0.0,12.555,0.0,12.555,,2021-05-25 13:44:00,547.688,2021-05-25 13:44:00,547.688
2021-05-25 00:35:00,0.0,0.0,13.101666666666667,0.0,13.101666666666667,,2021-05-25 12:21:00,547.283,2021-05-25 12:21:00,547.283
2021-05-25 00:36:00,0.0,0.0,13.133333333333333,0.0,13.133333333333333,,2021-05-25 09:46:00,539.505,2021-05-25 09:46:00,539.505
2021-05-25 00:37:00,0.0,0.0,13.293333333333333,0.0,13.293333333333333,,2021-05-25 08:56:00,538.698,2021-05-25 08:56:00,538.698
2021-05-25 00:38:00,0.0,0.0,13.5,0.0,13.5,,2021-05-25 13:16:00,534.132,2021-05-25 13:16:00,534.132
2021-05-25 00:39:00,0.0,0.0,13.433333333333334,0.0,13.433333333333334,,2021-05-25 14:01:00,533.528,2021-05-25 14:01:00,533.528
2021-05-25 00:40:00,0.0,0.0,13.994999999999997,0.0,13.994999999999997,,2021-05-25 14:04:00,530.072,2021-05-25 14:04:00,530.072
2021-05-25 00:41:00,0.0,0.0,14.073333333333332,0.0,14.073333333333332,,2021-05-25 14:02:00,528.09,2021-05-25 14:02:00,528.09
2021-05-25 00:42:00,0.0,0.0,14.115,0.0,14.115,,2021-05-25 09:57:00,525.717,2021-05-25 09:57:00,525.717
2021-05-25 00:43:00,0.0,0.0,13.86,0.0,13.86,,2021-05-25 13:13:00,523.19,2021-05-25 13:13:00,523.19
2021-05-25 00:44:00,0.0,0.0,14.771666666666665,0.0,14.771666666666665,,2021-05-25 13:42:00,522.703,2021-05-25 13:42:00,522.703
2021-05-25 00:45:00,0.0,0.0,14.278333333333332,0.0,14.278333333333332,,2021-05-25 13:59:00,520.722,2021-05-25 13:59:00,520.722
