Index,GridPowerOut,p_netzeinspeisung_12000Wh_eigenverbrauch,p_netzbezug_12000Wh_eigenverbrauch,p_netzeinspeisung_12000Wh_netzdienlich,p_netzbezug_12000Wh_netzdienlich,Leere Spalte,Liste_Einspeisungen_abfallend,Leistung_Einspeisungen_abfallend,Liste_Speicherzeitpunkte,Leistung_Speicherzeitpunkte
2021-05-24 00:00:00,0.0,0.0,8.365,0.0,8.365,,2021-05-24 12:19:00,766.833,2021-05-24 12:19:00,766.833
2021-05-24 00:01:00,0.0,0.0,8.598333333333333,0.0,8.598333333333333,,2021-05-24 12:09:00,765.603,2021-05-24 12:09:00,765.603
2021-05-24 00:02:00,0.0,0.0,8.841666666666667,0.0,8.841666666666667,,2021-05-24 12:10:00,763.873,2021-05-24 12:10:00,763.873
2021-05-24 00:03:00,0.0,0.0,11.35,0.0,11.35,,2021-05-24 12:11:00,763.432,2021-05-24 12:11:00,763.432
2021-05-24 00:04:00,0.0,0.0,11.461666666666666,0.0,11.461666666666666,,2021-05-24 12:12:00,762.295,2021-05-24 12:12:00,762.295
2021-05-24 00:05:00,0.0,0.0,11.738333333333333,0.0,11.738333333333333,,2021-05-24 12:22:00,761.998,2021-05-24 12:22:00,761.998
2021-05-24 00:06:00,0.0,0.0,10.986666666666666,0.0,10.986666666666666,,2021-05-24 12:13:00,756.855,2021-05-24 12:13:00,756.855
2021-05-24 00:07:00,0.0,0.0,9.716666666666667,0.0,9.716666666666667,,2021-05-24 12:21:00,747.502,2021-05-24 12:21:00,747.502
2021-05-24 00:08:00,0.0,0.0,9.64,0.0,9.64,,2021-05-24 12:17:00,745.185,2021-05-24 12:17:00,745.185
2021-05-24 00:09:00,0.0,0.0,9.591666666666667,0.0,9.591666666666667,,2021-05-24 12:24:00,737.103,2021-05-24 12:24:00,737.103
2021-05-24 00:10:00,0.0,0.0,9.623333333333333,0.0,9.623333333333333,,2021-05-24 12:14:00,736.51,2021-05-24 12:14:00,736.51
2021-05-24 00:11:00,0.0,0.0,9.936666666666666,0.0,9.936666666666666,,2021-05-24 12:15:00,729.697,2021-05-24 12:15:00,729.697
2021-05-24 00:12:00,0.0,0.0,9.776666666666666,0.0,9.776666666666666,,2021-05-24 12:16:00,719.918,2021-05-24 12:16:00,719.918
2021-05-24 00:13:00,0.0,0.0,8.046666666666667,0.0,8.046666666666667,,2021-05-24 12:26:00,702.873,2021-05-24 12:26:00,702.873
2021-05-24 00:14:00,0.0,0.0,7.824999999999999,0.0,7.824999999999999,,2021-05-24 12:47:00,687.918,2021-05-24 12:47:00,687.918
2021-05-24 00:15:00,0.0,0.0,8.053333333333333,0.0,8.053333333333333,,2021-05-24 12:41:00,685.86,2021-05-24 12:41:00,685.86
2021-05-24 00:16:00,0.0,0.0,9.255,0.0,9.255,,2021-05-24 12:23:00,685.262,2021-05-24 12:23:00,685.262
2021-05-24 00:17:00,0.0,0.0,9.254999999999999,0.0,9.254999999999999,,2021-05-24 10:20:00,684.8,2021-05-24 10:20:00,684.8
2021-05-24 00:18:00,0.0,0.0,9.143333333333333,0.0,9.143333333333333,,2021-05-24 12:45:00,678.948,2021-05-24 12:45:00,678.948
2021-05-24 00:19:00,0.0,0.0,10.055,0.0,10.055,,2021-05-24 13:00:00,677.753,2021-05-24 13:00:00,677.753
2021-05-24 00:20:00,0.0,0.0,10.959999999999999,0.0,10.959999999999999,,2021-05-24 12:42:00,674.105,2021-05-24 12:42:00,674.105
2021-05-24 00:21:00,0.0,0.0,11.046666666666667,0.0,11.046666666666667,,2021-05-24 12:27:00,671.358,2021-05-24 12:27:00,671.358
2021-05-24 00:22:00,0.0,0.0,11.143333333333334,0.0,11.143333333333334,,2021-05-24 12:55:00,670.425,2021-05-24 12:55:00,670.425
2021-05-24 00:23:00,0.0,0.0,11.235,0.0,11.235,,2021-05-24 12:46:00,670.343,2021-05-24 12:46:00,670.343
2021-05-24 00:24:00,0.0,0.0,11.43,0.0,11.43,,2021-05-24 12:33:00,670.142,2021-05-24 12:33:00,670.142
2021-05-24 00:25:00,0.0,0.0,11.263333333333332,0.0,11.263333333333332,,2021-05-24 13:02:00,668.228,2021-05-24 13:02:00,668.228
2021-05-24 00:26:00,0.0,0.0,11.218333333333334,0.0,11.218333333333334,,2021-05-24 10:19:00,667.488,2021-05-24 10:19:00,667.488
2021-05-24 00:27:00,0.0,0.0,11.463333333333335,0.0,11.463333333333335,,2021-05-24 12:58:00,666.318,2021-05-24 12:58:00,666.318
2021-05-24 00:28:00,0.0,0.0,11.266666666666666,0.0,11.266666666666666,,2021-05-24 10:15:00,666.117,2021-05-24 10:15:00,666.117
2021-05-24 00:29:00,0.0,0.0,11.413333333333334,0.0,11.413333333333334,,2021-05-24 10:16:00,664.038,2021-05-24 10:16:00,664.038
2021-05-24 00:30:00,0.0,0.0,12.773333333333333,0.0,12.773333333333333,,2021-05-24 12:20:00,663.76,2021-05-24 12:20:00,663.76
2021-05-24 00:31:00,0.0,0.0,12.881666666666668,0.0,12.881666666666668,,2021-05-24 13:05:00,663.595,2021-05-24 13:05:00,663.595
2021-05-24 00:32:00,0.0,0.0,13.258333333333333,0.0,13.258333333333333,,2021-05-24 12:43:00,661.397,2021-05-24 12:43:00,661.397
2021-05-24 00:33:00,0.0,0.0,13.216666666666667,0.0,13.216666666666667,,2021-05-24 10:18:00,660.435,2021-05-24 10:18:00,660.435
2021-05-24 00:34:00,0.0,0.0,12.421666666666667,0.0,12.421666666666667,,2021-05-24 13:06:00,658.67,2021-05-24 13:06:00,658.67
2021-05-24 00:35:00,0.0,0.0,13.861666666666666,0.0,13.861666666666666,,2021-05-24 10:17:00,657.538,2021-05-24 10:17:00,657.538
2021-05-24 00:36:00,0.0,0.0,13.445,0.0,13.445,,2021-05-24 12:53:00,656.56,2021-05-24 12:53:00,656.56
2021-05-24 00:37:00,0.0,0.0,14.381666666666666,0.0,14.381666666666666,,2021-05-24 13:10:00,655.573,2021-05-24 13:10:00,655.573
2021-05-24 00:38:00,0.0,0.0,14.676666666666666,0.0,14.676666666666666,,2021-05-24 12:38:00,654.227,2021-05-24 12:38:00,654.227
2021-05-24 00:39:00,0.0,0.0,14.440000000000001,0.0,14.440000000000001,,2021-05-24 10:14:00,653.86,2021-05-24 10:14:00,653.86
2021-05-24 00:40:00,0.0,0.0,14.855,0.0,14.855,,2021-05-24 12:40:00,647.952,2021-05-24 12:40:00,647.952
2021-05-24 00:41:00,0.0,0.0,14.768333333333334,0.0,14.768333333333334,,2021-05-24 10:13:00,644.038,2021-05-24 10:13:00,644.038
2021-05-24 00:42:00,0.0,0.0,14.09,0.0,14.09,,2021-05-24 10:11:00,641.087,2021-05-24 10:11:00,641.087
2021-05-24 00:43:00,0.0,0.0,13.681666666666667,0.0,13.681666666666667,,2021-05-24 10:12:00,640.285,2021-05-24 10:12:00,640.285
2021-05-24 00:44:00,0.0,0.0,13.423333333333332,0.0,13.423333333333332,,2021-05-24 12:48:00,637.995,2021-05-24 12:48:00,637.995
2021-05-24 00:45:00,0.0,0.0,11.991666666666667,0.0,11.991666666666667,,2021-05-24 12:57:00,635.848,2021-05-24 12:57:00,635.848
2021-05-24 00:46:00,0.0,0.0,11.8,0.0,11.8,,2021-05-24 12:44:00,630.457,2021-05-24 12:44:00,630.457
2021-05-24 00:47:00,0.0,0.0,11.681666666666667,0.0,11.681666666666667,,2021-05-24 12:52:00,628.515,2021-05-24 12:52:00,628.515
2021-05-24 00:48:00,0.0,0.0,11.55,0.0,11.55,,2021-05-24 12:54:00,626.598,2021-05-24 12:54:00,626.598
2021-05-24 00:49:00,0.0,0.0,11.555,0.0,11.555,,2021-05-24 12:18:00,625.192,2021-05-24 12:18:00,625.192
2021-05-24 00:50:00,0.0,0.0,10.206666666666667,0.0,10.206666666666667,,2021-05-24 12:36:00,624.812,2021-05-24 12:36:00,624.812
2021-05-24 00:51:00,0.0,0.0,10.45,0.0,10.45,,2021-05-24 12:59:00,621.58,2021-05-24 12:59:00,621.58
2021-05-24 00:52:00,0.0,0.0,10.233333333333334,0.0,10.233333333333334,,2021-05-24 10:10:00,620.605,2021-05-24 10:10:00,620.605
2021-05-24 00:53:00,0.0,0.0,10.308333333333334,0.0,10.308333333333334,,2021-05-24 13:03:00,620.067,2021-05-24 13:03:00,620.067
2021-05-24 00:54:00,0.0,0.0,9.211666666666666,0.0,9.211666666666666,,2021-05-24 10:40:00,610.395,2021-05-24 10:40:00,610.395
2021-05-24 00:55:00,0.0,0.0,9.04,0.0,9.04,,2021-05-24 11:03:00,609.857,2021-05-24 11:03:00,609.857
2021-05-24 00:56:00,0.0,0.0,8.581666666666667,0.0,8.581666666666667,,2021-05-24 10:39:00,609.638,2021-05-24 10:39:00,609.638
2021-05-24 00:57:00,0.0,0.0,12.038333333333334,0.0,12.038333333333334,,2021-05-24 11:06:00,608.763,2021-05-24 11:06:00,608.763
2021-05-24 00:58:00,0.0,0.0,11.433333333333334,0.0,11.433333333333334,,2021-05-24 11:08:00,607.848,2021-05-24 11:08:00,607.848
2021-05-24 00:59:00,0.0,0.0,11.445,0.0,11.445,,2021-05-24 11:09:00,606.135,2021-05-24 11:09:00,606.135
2021-05-24 01:00:00,0.0,0.0,11.283333333333331,0.0,11.283333333333331,,2021-05-24 10:52:00,605.983,2021-05-24 10:52:00,605.983
2021-05-24 01:01:00,0.0,0.0,0.0,0.0,0.0,,2021-05-24 10:53:00,605.715,2021-05-24 10:53:00,605.715
2021-05-24 01:02:00,0.0,0.0,0.0,0.0,0.0,,2021-05-24 10:57:00,605.56,2021-05-24 10:57:00,605.56
2021-05-24 01:03:00,0.0,0.0,0.0,0.0,0.0,,2021-05-24 10:45:00,604.668,2021-05-24 10:45:00,604.668
2021-05-24 01:04:00,0.0,0.0,0.0,0.0,0.0,,2021-05-24 11:11:00,604.253,2021-05-24 11:11:00,604.253
2021-05-24 01:05:00,0.0,0.0,0.0,0.0,0.0,,2021-05-24 11:10:00,603.762,2021-05-24 11:10:00,603.762
2021-05-24 01:06:00,0.0,0.0,0.0,0.0,0.0,,2021-05-24 12:56:00,603.19,2021-05-24 12:56:00,603.19
2021-05-24 01:07:00,0.0,0.0,0.0,0.0,0.0,,2021-05-24 10:56:00,602.573,2021-05-24 10:56:00,602.573
2021-05-24 01:08:00,0.0,0.0,0.0,0.0,0.0,,2021-05-24 11:02:00,601.435,2021-05-24 11:02:00,601.435
2021-05-24 01:09:00,0.0,0.0,0.0,0.0,0.0,,2021-05-24 11:01:00,600.095,2021-05-24 11:01:00,600.095
2021-05-24 01:10:00,0.0,0.0,0.0,0.0,0.0,,2021-05-24 11:44:00,598.488,2021-05-24 11:44:00,598.488
2021-05-24 01:11:00,0.0,0.0,0.0,0.0,0.0,,2021-05-24 10:59:00,598.297,2021-05-24 10:59:00,598.297
2021-05-24 01:12:00,0.0,0.0,0.0,0.0,0.0,,2021-05-24 11:45:00,598.272,2021-05-24 11:45:00,598.272
2021-05-24 01:13:00,0.0,0.0,0.0,0.0,0.0,,2021-05-24 10:07:00,597.528,2021-05-24 10:07:00,597.528
2021-05-24 01:14:00,0.0,0.0,0.0,0.0,0.0,,2021-05-24 13:04:00,596.598,2021-05-24 13:04:00,596.598
2021-05-24 01:15:00,0.0,0.0,0.0,0.0,0.0,,2021-05-24 11:43:00,592.905,2021-05-24 11:43:00,592.905
2021-05-24 01:16:00,0.0,0.0,0.0,0.0,0.0,,2021-05-24 12:05:00,592.143,2021-05-24 12:05:00,592.143
2021-05-24 01:17:00,0.0,0.0,0.0,0.0,0.0,,2021-05-24 11:42:00,590.198,2021-05-24 11:42:00,590.198
2021-05-24 01:18:00,0.0,0.0,0.0,0.0,0.0,,2021-05-24 11:49:00,589.212,2021-05-24 11:49:00,589.212
2021-05-24 01:19:00,0.0,0.0,0.0,0.0,0.0,,2021-05-24 12:04:00,588.333,2021-05-24 12:04:00,588.333
2021-05-24 01:20:00,0.0,0.0,0.0,0.0,0.0,,2021-05-24 10:06:00,588.088,2021-05-24 10:06:00,588.088
2021-05-24 01:21:00,0.0,0.0,0.0,0.0,0.0,,2021-05-24 11:47:00,588.025,2021-05-24 11:47:00,588.025
