Index,GridPowerOut,p_netzeinspeisung_12000Wh_eigenverbrauch,p_netzbezug_12000Wh_eigenverbrauch,p_netzeinspeisung_12000Wh_netzdienlich,p_netzbezug_12000Wh_netzdienlich,Leere Spalte,Liste_Einspeisungen_abfallend,Leistung_Einspeisungen_abfallend,Liste_Speicherzeitpunkte,Leistung_Speicherzeitpunkte
2021-05-22 00:00:00,0.0,0.0,41.398333333333326,0.0,41.398333333333326,,2021-05-22 06:20:00,173.107,2021-05-22 06:20:00,173.107
2021-05-22 00:01:00,0.0,0.0,41.42666666666666,0.0,41.42666666666666,,2021-05-22 10:27:00,121.577,2021-05-22 10:27:00,121.577
2021-05-22 00:02:00,0.0,0.0,39.849999999999994,0.0,39.849999999999994,,2021-05-22 10:14:00,120.512,2021-05-22 10:14:00,120.512
2021-05-22 00:03:00,0.0,0.0,40.14333333333334,0.0,40.14333333333334,,2021-05-22 13:48:00,119.66,2021-05-22 13:48:00,119.66
2021-05-22 00:04:00,0.0,0.0,40.248333333333335,0.0,40.248333333333335,,2021-05-22 07:45:00,119.413,2021-05-22 07:45:00,119.413
2021-05-22 00:05:00,0.0,0.0,42.02,0.0,42.02,,2021-05-22 07:16:00,115.052,2021-05-22 07:16:00,115.052
2021-05-22 00:06:00,0.0,0.0,42.32833333333333,0.0,42.32833333333333,,2021-05-22 10:26:00,114.907,2021-05-22 10:26:00,114.907
2021-05-22 00:07:00,0.0,0.0,42.515,0.0,42.515,,2021-05-22 07:15:00,114.508,2021-05-22 07:15:00,114.508
2021-05-22 00:08:00,0.0,0.0,42.24666666666666,0.0,42.24666666666666,,2021-05-22 11:14:00,113.887,2021-05-22 11:14:00,113.887
2021-05-22 00:09:00,0.0,0.0,41.141666666666666,0.0,41.141666666666666,,2021-05-22 10:22:00,113.72,2021-05-22 10:22:00,113.72
2021-05-22 00:10:00,0.0,0.0,40.209999999999994,0.0,40.209999999999994,,2021-05-22 10:11:00,112.017,2021-05-22 10:11:00,112.017
2021-05-22 00:11:00,0.0,0.0,40.595,0.0,40.595,,2021-05-22 11:04:00,111.293,2021-05-22 11:04:00,111.293
2021-05-22 00:12:00,0.0,0.0,40.22666666666667,0.0,40.22666666666667,,2021-05-22 10:25:00,110.802,2021-05-22 10:25:00,110.802
2021-05-22 00:13:00,0.0,0.0,40.76166666666666,0.0,40.76166666666666,,2021-05-22 13:49:00,110.653,2021-05-22 13:49:00,110.653
2021-05-22 00:14:00,0.0,0.0,41.05,0.0,41.05,,2021-05-22 06:01:00,110.637,2021-05-22 06:01:00,110.637
2021-05-22 00:15:00,0.0,0.0,40.97666666666666,0.0,40.97666666666666,,2021-05-22 10:15:00,109.672,2021-05-22 10:15:00,109.672
2021-05-22 00:16:00,0.0,0.0,41.01,0.0,41.01,,2021-05-22 10:23:00,109.323,2021-05-22 10:23:00,109.323
2021-05-22 00:17:00,0.0,0.0,40.95166666666667,0.0,40.95166666666667,,2021-05-22 11:15:00,108.648,2021-05-22 11:15:00,108.648
2021-05-22 00:18:00,0.0,0.0,40.74,0.0,40.74,,2021-05-22 13:50:00,108.417,2021-05-22 13:50:00,108.417
2021-05-22 00:19:00,0.0,0.0,42.416666666666664,0.0,42.416666666666664,,2021-05-22 10:24:00,108.13,2021-05-22 10:24:00,108.13
2021-05-22 00:20:00,0.0,0.0,42.193333333333335,0.0,42.193333333333335,,2021-05-22 13:47:00,107.023,2021-05-22 13:47:00,107.023
2021-05-22 00:21:00,0.0,0.0,42.07166666666666,0.0,42.07166666666666,,2021-05-22 11:03:00,106.982,2021-05-22 11:03:00,106.982
2021-05-22 00:22:00,0.0,0.0,42.91833333333334,0.0,42.91833333333334,,2021-05-22 06:26:00,106.657,2021-05-22 06:26:00,106.657
2021-05-22 00:23:00,0.0,0.0,42.93666666666667,0.0,42.93666666666667,,2021-05-22 11:05:00,106.118,2021-05-22 11:05:00,106.118
2021-05-22 00:24:00,0.0,0.0,44.303333333333335,0.0,44.303333333333335,,2021-05-22 13:51:00,106.108,2021-05-22 13:51:00,106.108
2021-05-22 00:25:00,0.0,0.0,44.239999999999995,0.0,44.239999999999995,,2021-05-22 11:13:00,104.822,2021-05-22 11:13:00,104.822
2021-05-22 00:26:00,0.0,0.0,43.50333333333334,0.0,43.50333333333334,,2021-05-22 05:55:00,103.86,2021-05-22 05:55:00,103.86
2021-05-22 00:27:00,0.0,0.0,42.92833333333333,0.0,42.92833333333333,,2021-05-22 11:12:00,103.57,2021-05-22 11:12:00,103.57
2021-05-22 00:28:00,0.0,0.0,43.873333333333335,0.0,43.873333333333335,,2021-05-22 10:21:00,103.1,2021-05-22 10:21:00,103.1
2021-05-22 00:29:00,0.0,0.0,46.485,0.0,46.485,,2021-05-22 11:02:00,101.74,2021-05-22 11:02:00,101.74
