Index,GridPowerOut,p_netzeinspeisung_12000Wh_eigenverbrauch,p_netzbezug_12000Wh_eigenverbrauch,p_netzeinspeisung_12000Wh_netzdienlich,p_netzbezug_12000Wh_netzdienlich,Leere Spalte,Liste_Einspeisungen_abfallend,Leistung_Einspeisungen_abfallend,Liste_Speicherzeitpunkte,Leistung_Speicherzeitpunkte
2021-05-23 00:00:00,0.0,0.0,24.498333333333335,0.0,24.498333333333335,,2021-05-23 12:58:00,736.75,2021-05-23 12:58:00,736.75
2021-05-23 00:01:00,0.0,0.0,23.493333333333332,0.0,23.493333333333332,,2021-05-23 12:59:00,735.475,2021-05-23 12:59:00,735.475
2021-05-23 00:02:00,0.0,0.0,23.505000000000003,0.0,23.505000000000003,,2021-05-23 12:57:00,717.408,2021-05-23 12:57:00,717.408
2021-05-23 00:03:00,0.0,0.0,23.383333333333336,0.0,23.383333333333336,,2021-05-23 12:06:00,646.242,2021-05-23 12:06:00,646.242
2021-05-23 00:04:00,0.0,0.0,23.699999999999996,0.0,23.699999999999996,,2021-05-23 13:40:00,602.747,2021-05-23 13:40:00,602.747
2021-05-23 00:05:00,0.0,0.0,22.335,0.0,22.335,,2021-05-23 13:41:00,602.598,2021-05-23 13:41:00,602.598
2021-05-23 00:06:00,0.0,0.0,22.191666666666666,0.0,22.191666666666666,,2021-05-23 13:46:00,602.218,2021-05-23 13:46:00,602.218
2021-05-23 00:07:00,0.0,0.0,22.84833333333333,0.0,22.84833333333333,,2021-05-23 13:39:00,602.188,2021-05-23 13:39:00,602.188
2021-05-23 00:08:00,0.0,0.0,22.98166666666667,0.0,22.98166666666667,,2021-05-23 13:44:00,602.042,2021-05-23 13:44:00,602.042
2021-05-23 00:09:00,0.0,0.0,23.28333333333333,0.0,23.28333333333333,,2021-05-23 14:59:00,601.368,2021-05-23 14:59:00,601.368
2021-05-23 00:10:00,0.0,0.0,23.631666666666668,0.0,23.631666666666668,,2021-05-23 13:42:00,600.952,2021-05-23 13:42:00,600.952
2021-05-23 00:11:00,0.0,0.0,23.119999999999997,0.0,23.119999999999997,,2021-05-23 13:28:00,600.702,2021-05-23 13:28:00,600.702
